PRICE,BEDS,BATH,PROPERTYSQFT
4750000,3,2.3738608579684373,2969
285000,1,1,2184.207862
789000,3,2.3738608579684373,800
370000,3,1,2184.207862
1700000,3,7,7854
1950000,2,4,2184.207862
945000,2,2,903
2999999,15,9,3600
599000,1,1,2184.207862
245000,1,1,2184.207862
1275000,1,1,2184.207862
598125,2,1,655
349000,1,1,750
